spend_id,week_start,week_end,channel,spend_brl,impressions,clicks,week_number
SPD-0026-LINKED,2023-06-25,2023-07-01,linkedin_ads,3096.24,4316,76,26
SPD-0026-META_A,2023-06-25,2023-07-01,meta_ads,1811.24,89893,800,26
SPD-0026-EMAIL_,2023-06-25,2023-07-01,email_marketing,368.45,53316,916,26
SPD-0026-WEBINA,2023-06-25,2023-07-01,webinar_evento,1052.05,624,28,26
SPD-0026-ORGANI,2023-06-25,2023-07-01,organic_search,0.0,0,0,26
SPD-0026-DIRECT,2023-06-25,2023-07-01,direct,0.0,0,0,26
SPD-0027-PAID_S,2023-07-02,2023-07-08,paid_search,2786.91,4725,173,27
SPD-0027-LINKED,2023-07-02,2023-07-08,linkedin_ads,1400.71,2365,99,27
SPD-0027-META_A,2023-07-02,2023-07-08,meta_ads,948.12,10076,308,27
SPD-0027-EMAIL_,2023-07-02,2023-07-08,email_marketing,183.9,28236,713,27
SPD-0027-WEBINA,2023-07-02,2023-07-08,webinar_evento,523.43,1020,11,27
SPD-0027-ORGANI,2023-07-02,2023-07-08,organic_search,0.0,0,0,27
SPD-0027-DIRECT,2023-07-02,2023-07-08,direct,0.0,0,0,27
SPD-0028-PAID_S,2023-07-09,2023-07-15,paid_search,2483.01,13498,411,28
SPD-0028-LINKED,2023-07-09,2023-07-15,linkedin_ads,1407.55,1987,75,28
SPD-0028-META_A,2023-07-09,2023-07-15,meta_ads,991.11,11544,209,28
SPD-0028-EMAIL_,2023-07-09,2023-07-15,email_marketing,185.82,14780,600,28
SPD-0028-WEBINA,2023-07-09,2023-07-15,webinar_evento,531.47,717,20,28
SPD-0028-ORGANI,2023-07-09,2023-07-15,organic_search,0.0,0,0,28
SPD-0028-DIRECT,2023-07-09,2023-07-15,direct,0.0,0,0,28
SPD-0029-PAID_S,2023-07-16,2023-07-22,paid_search,2380.13,3561,159,29
SPD-0029-LINKED,2023-07-16,2023-07-22,linkedin_ads,1680.49,2996,62,29
SPD-0029-META_A,2023-07-16,2023-07-22,meta_ads,1318.43,25641,374,29
SPD-0029-EMAIL_,2023-07-16,2023-07-22,email_marketing,246.86,13224,319,29
SPD-0029-WEBINA,2023-07-16,2023-07-22,webinar_evento,520.61,284,11,29
SPD-0029-ORGANI,2023-07-16,2023-07-22,organic_search,0.0,0,0,29
SPD-0029-DIRECT,2023-07-16,2023-07-22,direct,0.0,0,0,29
SPD-0030-PAID_S,2023-07-23,2023-07-29,paid_search,2492.76,15664,300,30
SPD-0030-LINKED,2023-07-23,2023-07-29,linkedin_ads,1547.48,2635,97,30
SPD-0030-META_A,2023-07-23,2023-07-29,meta_ads,933.38,7687,299,30
SPD-0030-EMAIL_,2023-07-23,2023-07-29,email_marketing,199.88,15132,652,30
SPD-0030-WEBINA,2023-07-23,2023-07-29,webinar_evento,471.47,776,8,30
SPD-0030-ORGANI,2023-07-23,2023-07-29,organic_search,0.0,0,0,30
SPD-0030-DIRECT,2023-07-23,2023-07-29,direct,0.0,0,0,30
SPD-0031-PAID_S,2023-07-30,2023-08-05,paid_search,4013.26,14614,317,31
SPD-0031-LINKED,2023-07-30,2023-08-05,linkedin_ads,2809.73,5128,149,31
SPD-0031-META_A,2023-07-30,2023-08-05,meta_ads,1577.5,10608,314,31
SPD-0031-EMAIL_,2023-07-30,2023-08-05,email_marketing,343.92,93878,2487,31
SPD-0031-WEBINA,2023-07-30,2023-08-05,webinar_evento,947.28,1058,35,31
SPD-0031-ORGANI,2023-07-30,2023-08-05,organic_search,0.0,0,0,31
SPD-0031-DIRECT,2023-07-30,2023-08-05,direct,0.0,0,0,31
SPD-0032-PAID_S,2023-08-06,2023-08-12,paid_search,3453.28,14990,529,32
SPD-0032-LINKED,2023-08-06,2023-08-12,linkedin_ads,2380.29,3678,118,32
SPD-0032-META_A,2023-08-06,2023-08-12,meta_ads,2016.7,109825,1393,32
SPD-0032-EMAIL_,2023-08-06,2023-08-12,email_marketing,338.95,26543,658,32
SPD-0032-WEBINA,2023-08-06,2023-08-12,webinar_evento,978.13,440,19,32
SPD-0032-ORGANI,2023-08-06,2023-08-12,organic_search,0.0,0,0,32
SPD-0032-DIRECT,2023-08-06,2023-08-12,direct,0.0,0,0,32
SPD-0033-PAID_S,2023-08-13,2023-08-19,paid_search,3907.42,37476,666,33
SPD-0033-LINKED,2023-08-13,2023-08-19,linkedin_ads,2381.34,2358,95,33
SPD-0033-META_A,2023-08-13,2023-08-19,meta_ads,1734.55,33141,906,33
SPD-0033-EMAIL_,2023-08-13,2023-08-19,email_marketing,414.59,48638,1789,33
SPD-0033-WEBINA,2023-08-13,2023-08-19,webinar_evento,1043.27,1002,31,33
SPD-0033-ORGANI,2023-08-13,2023-08-19,organic_search,0.0,0,0,33
SPD-0033-DIRECT,2023-08-13,2023-08-19,direct,0.0,0,0,33
SPD-0034-PAID_S,2023-08-20,2023-08-26,paid_search,4044.59,23268,553,34
SPD-0034-LINKED,2023-08-20,2023-08-26,linkedin_ads,2322.72,1680,65,34
SPD-0034-META_A,2023-08-20,2023-08-26,meta_ads,1705.24,26221,435,34
SPD-0034-EMAIL_,2023-08-20,2023-08-26,email_marketing,294.8,40271,522,34
SPD-0034-WEBINA,2023-08-20,2023-08-26,webinar_evento,1027.98,966,37,34
SPD-0034-ORGANI,2023-08-20,2023-08-26,organic_search,0.0,0,0,34
SPD-0034-DIRECT,2023-08-20,2023-08-26,direct,0.0,0,0,34
SPD-0035-PAID_S,2023-08-27,2023-09-02,paid_search,3938.39,12440,445,35
SPD-0035-LINKED,2023-08-27,2023-09-02,linkedin_ads,2782.74,3775,149,35
SPD-0035-META_A,2023-08-27,2023-09-02,meta_ads,1729.44,43647,1021,35
SPD-0035-EMAIL_,2023-08-27,2023-09-02,email_marketing,356.67,17370,676,35
SPD-0035-WEBINA,2023-08-27,2023-09-02,webinar_evento,939.09,2092,37,35
SPD-0035-ORGANI,2023-08-27,2023-09-02,organic_search,0.0,0,0,35
SPD-0035-DIRECT,2023-08-27,2023-09-02,direct,0.0,0,0,35
SPD-0036-PAID_S,2023-09-03,2023-09-09,paid_search,4017.31,23741,283,36
SPD-0036-LINKED,2023-09-03,2023-09-09,linkedin_ads,3321.96,2805,104,36
SPD-0036-META_A,2023-09-03,2023-09-09,meta_ads,1763.2,19470,811,36
SPD-0036-EMAIL_,2023-09-03,2023-09-09,email_marketing,409.89,27338,975,36
SPD-0036-WEBINA,2023-09-03,2023-09-09,webinar_evento,1233.41,1088,45,36
SPD-0036-ORGANI,2023-09-03,2023-09-09,organic_search,0.0,0,0,36
SPD-0036-DIRECT,2023-09-03,2023-09-09,direct,0.0,0,0,36
SPD-0037-PAID_S,2023-09-10,2023-09-16,paid_search,4032.33,16170,228,37
SPD-0037-LINKED,2023-09-10,2023-09-16,linkedin_ads,2889.06,5034,190,37
SPD-0037-META_A,2023-09-10,2023-09-16,meta_ads,2536.25,48185,966,37
SPD-0037-EMAIL_,2023-09-10,2023-09-16,email_marketing,363.16,46909,1742,37
SPD-0037-WEBINA,2023-09-10,2023-09-16,webinar_evento,875.69,330,14,37
SPD-0037-ORGANI,2023-09-10,2023-09-16,organic_search,0.0,0,0,37
SPD-0037-DIRECT,2023-09-10,2023-09-16,direct,0.0,0,0,37
SPD-0038-PAID_S,2023-09-17,2023-09-23,paid_search,4050.96,8092,362,38
SPD-0038-LINKED,2023-09-17,2023-09-23,linkedin_ads,3636.6,11550,102,38
SPD-0038-META_A,2023-09-17,2023-09-23,meta_ads,1757.88,15960,350,38
SPD-0038-EMAIL_,2023-09-17,2023-09-23,email_marketing,425.22,29126,688,38
SPD-0038-WEBINA,2023-09-17,2023-09-23,webinar_evento,910.81,696,28,38
SPD-0038-ORGANI,2023-09-17,2023-09-23,organic_search,0.0,0,0,38
SPD-0038-DIRECT,2023-09-17,2023-09-23,direct,0.0,0,0,38
SPD-0039-PAID_S,2023-09-24,2023-09-30,paid_search,4457.6,23247,1011,39
SPD-0039-LINKED,2023-09-24,2023-09-30,linkedin_ads,3417.4,2947,114,39
SPD-0039-META_A,2023-09-24,2023-09-30,meta_ads,2049.21,8683,345,39
SPD-0039-EMAIL_,2023-09-24,2023-09-30,email_marketing,363.41,55486,1010,39
SPD-0039-WEBINA,2023-09-24,2023-09-30,webinar_evento,1130.07,914,25,39
SPD-0039-ORGANI,2023-09-24,2023-09-30,organic_search,0.0,0,0,39
SPD-0039-DIRECT,2023-09-24,2023-09-30,direct,0.0,0,0,39
SPD-0040-PAID_S,2023-10-01,2023-10-07,paid_search,4931.65,12865,476,40
SPD-0040-LINKED,2023-10-01,2023-10-07,linkedin_ads,2946.62,10567,101,40
SPD-0040-META_A,2023-10-01,2023-10-07,meta_ads,1963.97,36290,458,40
SPD-0040-EMAIL_,2023-10-01,2023-10-07,email_marketing,387.42,45364,907,40
SPD-0040-WEBINA,2023-10-01,2023-10-07,webinar_evento,1043.5,1096,34,40
SPD-0040-ORGANI,2023-10-01,2023-10-07,organic_search,0.0,0,0,40
SPD-0040-DIRECT,2023-10-01,2023-10-07,direct,0.0,0,0,40
SPD-0041-PAID_S,2023-10-08,2023-10-14,paid_search,4353.11,43138,1020,41
SPD-0041-LINKED,2023-10-08,2023-10-14,linkedin_ads,2464.05,4095,132,41
SPD-0041-META_A,2023-10-08,2023-10-14,meta_ads,1486.49,11224,254,41
SPD-0041-EMAIL_,2023-10-08,2023-10-14,email_marketing,318.54,16457,428,41
SPD-0041-WEBINA,2023-10-08,2023-10-14,webinar_evento,966.03,496,20,41
SPD-0041-ORGANI,2023-10-08,2023-10-14,organic_search,0.0,0,0,41
SPD-0041-DIRECT,2023-10-08,2023-10-14,direct,0.0,0,0,41
SPD-0042-PAID_S,2023-10-15,2023-10-21,paid_search,3541.37,16887,756,42
SPD-0042-LINKED,2023-10-15,2023-10-21,linkedin_ads,2226.94,2025,62,42
SPD-0042-META_A,2023-10-15,2023-10-21,meta_ads,1886.41,8474,379,42
SPD-0042-EMAIL_,2023-10-15,2023-10-21,email_marketing,283.63,15468,534,42
SPD-0042-WEBINA,2023-10-15,2023-10-21,webinar_evento,852.08,602,15,42
SPD-0042-ORGANI,2023-10-15,2023-10-21,organic_search,0.0,0,0,42
SPD-0042-DIRECT,2023-10-15,2023-10-21,direct,0.0,0,0,42
SPD-0043-PAID_S,2023-10-22,2023-10-28,paid_search,3599.13,5269,226,43
SPD-0043-LINKED,2023-10-22,2023-10-28,linkedin_ads,2327.41,3948,63,43
SPD-0043-META_A,2023-10-22,2023-10-28,meta_ads,1483.03,15265,605,43
SPD-0043-EMAIL_,2023-10-22,2023-10-28,email_marketing,296.7,43825,1549,43
SPD-0043-WEBINA,2023-10-22,2023-10-28,webinar_evento,889.19,2483,41,43
SPD-0043-ORGANI,2023-10-22,2023-10-28,organic_search,0.0,0,0,43
SPD-0043-DIRECT,2023-10-22,2023-10-28,direct,0.0,0,0,43
SPD-0044-PAID_S,2023-10-29,2023-11-04,paid_search,4646.91,10233,370,44
SPD-0044-LINKED,2023-10-29,2023-11-04,linkedin_ads,2325.48,2267,85,44
SPD-0044-META_A,2023-10-29,2023-11-04,meta_ads,1674.49,37602,832,44
SPD-0044-EMAIL_,2023-10-29,2023-11-04,email_marketing,323.33,32474,1406,44
SPD-0044-WEBINA,2023-10-29,2023-11-04,webinar_evento,917.54,1682,21,44
SPD-0044-ORGANI,2023-10-29,2023-11-04,organic_search,0.0,0,0,44
SPD-0044-DIRECT,2023-10-29,2023-11-04,direct,0.0,0,0,44
SPD-0045-PAID_S,2023-11-05,2023-11-11,paid_search,4340.01,8827,375,45
SPD-0045-LINKED,2023-11-05,2023-11-11,linkedin_ads,2674.16,3635,70,45
SPD-0045-META_A,2023-11-05,2023-11-11,meta_ads,1905.91,10826,337,45
SPD-0045-EMAIL_,2023-11-05,2023-11-11,email_marketing,375.68,12452,526,45
SPD-0045-WEBINA,2023-11-05,2023-11-11,webinar_evento,815.99,1198,34,45
SPD-0045-ORGANI,2023-11-05,2023-11-11,organic_search,0.0,0,0,45
SPD-0045-DIRECT,2023-11-05,2023-11-11,direct,0.0,0,0,45
SPD-0046-PAID_S,2023-11-12,2023-11-18,paid_search,4981.0,23167,469,46
SPD-0046-LINKED,2023-11-12,2023-11-18,linkedin_ads,2812.67,13670,199,46
SPD-0046-META_A,2023-11-12,2023-11-18,meta_ads,1588.12,34272,1190,46
SPD-0046-EMAIL_,2023-11-12,2023-11-18,email_marketing,322.24,54836,1478,46
